StateID,StateName,PlanID,AreaCode,InternationalPlan,VoiceMailPlan,NumberVMailMessages,DayUsageID,TotalDayMinutes,TotalDayCalls,TotalDayCharge,EveUsageID,TotalEveMinutes,TotalEveCalls,TotalEveCharge,NightUsageID,TotalNightMinutes,TotalNightCalls,TotalNightCharge,IntlUsageID,TotalIntlMinutes,TotalIntlCalls,TotalIntlCharge,CustomerServiceCalls,ChurnStatus
1998,TN,1998,415,No,Yes,34,1998,305.2,80,51.88,1998,156.5,109,13.3,1998,280.0,81,12.6,1998,13.2,7,3.56,1,False
1999,ID,1999,510,Yes,Yes,29,1999,162.3,91,27.59,1999,279.3,79,23.74,1999,192.7,131,8.67,1999,11.7,2,3.16,3,True
2000,DE,2000,415,Yes,No,0,2000,150.0,106,25.5,2000,293.8,123,24.97,2000,250.7,65,11.28,2000,10.3,7,2.78,3,False
2001,VA,2001,415,No,No,0,2001,197.5,114,33.58,2001,206.9,119,17.59,2001,163.6,109,7.36,2001,11.3,4,3.05,1,False
2002,MT,2002,408,No,No,0,2002,240.2,67,40.83,2002,153.0,98,13.01,2002,249.0,72,11.21,2002,10.2,6,2.75,2,False
2003,ID,2003,510,No,Yes,30,2003,186.2,117,31.65,2003,286.7,76,24.37,2003,164.3,113,7.39,2003,12.9,3,3.48,2,False
2004,MD,2004,415,No,Yes,17,2004,236.7,95,40.24,2004,263.5,56,22.4,2004,259.6,107,11.68,2004,12.0,4,3.24,1,False
2005,MS,2005,408,No,No,0,2005,173.2,93,29.44,2005,131.2,80,11.15,2005,170.9,104,7.69,2005,5.4,3,1.46,0,False
2006,OH,2006,415,No,No,0,2006,181.3,135,30.82,2006,182.4,108,15.5,2006,180.6,103,8.13,2006,6.7,2,1.81,0,False
2007,AR,2007,510,No,No,0,2007,175.4,125,29.82,2007,250.7,87,21.31,2007,289.3,74,13.02,2007,9.8,9,2.65,1,False
2008,AZ,2008,415,No,No,0,2008,87.6,112,14.89,2008,266.9,107,22.69,2008,214.6,104,9.66,2008,9.8,10,2.65,2,False
2009,SC,2009,415,No,No,0,2009,203.3,45,34.56,2009,141.9,87,12.06,2009,200.7,71,9.03,2009,8.5,6,2.3,0,False
2010,KY,2010,415,No,No,0,2010,92.6,95,15.74,2010,161.9,70,13.76,2010,285.0,78,12.83,2010,11.3,3,3.05,5,True
2011,NE,2011,408,No,No,0,2011,160.8,91,27.34,2011,155.8,82,13.24,2011,254.3,103,11.44,2011,8.5,3,2.3,1,False
2012,MN,2012,408,No,Yes,32,2012,50.6,62,8.6,2012,201.4,87,17.12,2012,146.8,121,6.61,2012,4.2,4,1.13,2,False
2013,NV,2013,415,No,No,0,2013,134.9,59,22.93,2013,156.0,152,13.26,2013,197.5,112,8.89,2013,10.2,5,2.75,1,False
2014,CA,2014,415,No,No,0,2014,252.1,110,42.86,2014,226.1,103,19.22,2014,155.6,83,7.0,2014,13.8,3,3.73,1,False
2015,UT,2015,415,No,Yes,41,2015,215.5,95,36.64,2015,241.8,92,20.55,2015,147.0,108,6.61,2015,9.6,3,2.59,1,False
2016,IL,2016,415,No,No,0,2016,124.8,66,21.22,2016,257.2,85,21.86,2016,193.2,115,8.69,2016,13.4,4,3.62,0,False
2017,DC,2017,408,No,No,0,2017,178.7,114,30.38,2017,271.0,96,23.04,2017,245.9,94,11.07,2017,16.4,5,4.43,2,False
2018,IN,2018,415,No,No,0,2018,183.2,131,31.14,2018,179.2,73,15.23,2018,292.8,100,13.18,2018,9.9,5,2.67,2,False
2019,MS,2019,510,No,No,0,2019,147.1,105,25.01,2019,200.0,135,17.0,2019,234.9,65,10.57,2019,12.5,9,3.38,3,False
2020,VT,2020,415,No,No,0,2020,230.1,107,39.12,2020,212.0,120,18.02,2020,174.9,119,7.87,2020,13.2,4,3.56,1,False
2021,VT,2021,408,No,No,0,2021,135.8,125,23.09,2021,163.2,88,13.87,2021,229.8,106,10.34,2021,12.6,3,3.4,0,False
2022,UT,2022,510,No,Yes,20,2022,205.7,98,34.97,2022,136.1,107,11.57,2022,159.4,147,7.17,2022,8.7,3,2.35,2,False
2023,KY,2023,408,No,No,0,2023,73.8,105,12.55,2023,143.4,114,12.19,2023,170.2,98,7.66,2023,10.9,3,2.94,2,False
2024,VA,2024,408,No,No,0,2024,189.3,119,32.18,2024,233.5,112,19.85,2024,270.9,104,12.19,2024,10.0,1,2.7,2,False
2025,AZ,2025,408,No,Yes,42,2025,137.3,95,23.34,2025,184.2,94,15.66,2025,231.4,70,10.41,2025,10.2,3,2.75,0,False
2026,NY,2026,510,No,No,0,2026,70.7,125,12.02,2026,211.0,113,17.94,2026,174.6,107,7.86,2026,0.0,0,0.0,2,False
2027,VA,2027,408,No,No,0,2027,204.6,117,34.78,2027,205.2,94,17.44,2027,164.6,84,7.41,2027,10.7,5,2.89,0,False
2028,MD,2028,510,No,No,0,2028,123.1,88,20.93,2028,213.9,84,18.18,2028,184.9,88,8.32,2028,12.0,2,3.24,5,True
2029,MA,2029,510,No,Yes,19,2029,129.7,115,22.05,2029,160.8,101,13.67,2029,265.0,63,11.93,2029,12.2,3,3.29,2,False
2030,IL,2030,415,Yes,No,0,2030,198.7,70,33.78,2030,209.5,106,17.81,2030,281.9,126,12.69,2030,12.4,4,3.35,0,False
2031,PA,2031,415,No,No,0,2031,215.9,76,36.7,2031,145.4,118,12.36,2031,186.9,129,8.41,2031,12.1,4,3.27,1,False
2032,TN,2032,415,No,No,0,2032,119.2,142,20.26,2032,228.4,139,19.41,2032,197.9,61,8.91,2032,8.4,9,2.27,2,False
2033,NJ,2033,510,No,No,0,2033,144.3,116,24.53,2033,156.4,74,13.29,2033,214.7,90,9.66,2033,7.8,10,2.11,3,False
2034,VA,2034,415,No,No,0,2034,235.2,121,39.98,2034,220.6,87,18.75,2034,236.3,91,10.63,2034,11.8,4,3.19,1,False
2035,NJ,2035,510,Yes,No,0,2035,115.0,65,19.55,2035,122.3,96,10.4,2035,245.0,75,11.03,2035,6.4,1,1.73,0,True
2036,WA,2036,408,No,No,0,2036,151.7,93,25.79,2036,178.5,77,15.17,2036,229.1,111,10.31,2036,13.1,8,3.54,2,False
2037,AR,2037,510,No,No,0,2037,153.1,102,26.03,2037,234.1,77,19.9,2037,329.2,74,14.81,2037,9.9,9,2.67,3,False
2038,WI,2038,415,No,No,0,2038,218.6,93,37.16,2038,149.9,130,12.74,2038,204.6,131,9.21,2038,9.2,5,2.48,2,False
2039,ME,2039,415,No,No,0,2039,190.3,98,32.35,2039,252.7,70,21.48,2039,220.6,97,9.93,2039,7.2,9,1.94,2,False
2040,CO,2040,415,No,No,0,2040,184.7,60,31.4,2040,262.0,73,22.27,2040,239.5,120,10.78,2040,12.3,6,3.32,2,True
2041,CO,2041,408,No,No,0,2041,115.3,99,19.6,2041,224.7,117,19.1,2041,152.5,98,6.86,2041,18.0,2,4.86,1,False
2042,CT,2042,408,No,No,0,2042,294.2,100,50.01,2042,232.5,53,19.76,2042,195.0,64,8.78,2042,9.0,1,2.43,0,True
2043,NC,2043,415,No,No,0,2043,215.6,86,36.65,2043,167.8,59,14.26,2043,207.0,67,9.32,2043,6.4,8,1.73,3,False
2044,WY,2044,408,No,No,0,2044,128.8,80,21.9,2044,208.7,93,17.74,2044,202.1,103,9.09,2044,14.0,7,3.78,1,False
2045,FL,2045,415,No,Yes,24,2045,71.2,82,12.1,2045,181.6,103,15.44,2045,186.9,111,8.41,2045,12.9,1,3.48,1,False
2046,KY,2046,408,No,No,0,2046,94.9,121,16.13,2046,253.2,83,21.52,2046,175.1,86,7.88,2046,14.2,2,3.83,2,False
2047,SC,2047,510,No,No,0,2047,259.4,116,44.1,2047,269.7,109,22.92,2047,175.3,130,7.89,2047,9.5,3,2.57,1,True
2048,WA,2048,408,No,Yes,28,2048,215.8,123,36.69,2048,285.2,76,24.24,2048,192.1,78,8.64,2048,6.9,3,1.86,1,False
2049,MT,2049,415,No,No,0,2049,97.5,113,16.58,2049,268.1,69,22.79,2049,255.3,62,11.49,2049,13.2,4,3.56,3,False
2050,PA,2050,510,No,No,0,2050,146.5,121,24.91,2050,169.9,125,14.44,2050,238.8,112,10.75,2050,8.2,5,2.21,0,False
2051,VT,2051,415,No,No,0,2051,139.9,117,23.78,2051,223.6,96,19.01,2051,240.8,93,10.84,2051,12.7,4,3.43,2,False
2052,MN,2052,408,No,Yes,21,2052,153.2,112,26.04,2052,263.3,110,22.38,2052,135.0,85,6.08,2052,11.9,7,3.21,1,False
2053,IL,2053,408,Yes,No,0,2053,103.5,134,17.6,2053,319.3,111,27.14,2053,239.9,124,10.8,2053,8.4,4,2.27,2,False
2054,AR,2054,408,No,No,0,2054,185.8,119,31.59,2054,192.3,83,16.35,2054,200.0,96,9.0,2054,6.6,4,1.78,1,False
2055,MD,2055,415,No,No,0,2055,129.5,56,22.02,2055,354.2,118,30.11,2055,145.5,93,6.55,2055,10.9,3,2.94,1,False
2056,MT,2056,408,No,No,0,2056,236.6,91,40.22,2056,220.9,146,18.78,2056,146.8,114,6.61,2056,8.9,2,2.4,1,False
2057,VT,2057,408,No,No,0,2057,260.4,107,44.27,2057,208.2,104,17.7,2057,207.9,115,9.36,2057,10.0,2,2.7,6,False
2058,CO,2058,415,No,No,0,2058,167.3,100,28.44,2058,163.9,79,13.93,2058,185.9,100,8.37,2058,6.7,5,1.81,2,False
2059,WA,2059,510,No,No,0,2059,113.0,80,19.21,2059,150.1,87,12.76,2059,204.3,115,9.19,2059,10.8,4,2.92,2,False
2060,TN,2060,415,No,No,0,2060,185.7,133,31.57,2060,235.1,149,19.98,2060,256.4,78,11.54,2060,16.9,6,4.56,0,False
2061,AR,2061,408,No,No,0,2061,136.2,114,23.15,2061,165.1,118,14.03,2061,137.9,71,6.21,2061,9.6,5,2.59,0,False
2062,DC,2062,510,No,Yes,29,2062,222.6,81,37.84,2062,190.3,109,16.18,2062,201.2,87,9.05,2062,11.5,2,3.11,1,False
2063,MN,2063,415,No,No,0,2063,197.3,67,33.54,2063,264.5,106,22.48,2063,210.5,116,9.47,2063,9.0,6,2.43,1,False
2064,KS,2064,510,No,No,0,2064,208.0,69,35.36,2064,95.1,94,8.08,2064,178.5,129,8.03,2064,8.0,11,2.16,1,False
2065,ND,2065,415,No,No,0,2065,118.5,92,20.15,2065,177.8,109,15.11,2065,255.7,98,11.51,2065,12.1,4,3.27,1,False
2066,MT,2066,510,No,No,0,2066,153.2,65,26.04,2066,229.7,90,19.52,2066,148.2,94,6.67,2066,10.7,8,2.89,1,False
2067,DC,2067,408,No,No,0,2067,168.6,92,28.66,2067,187.7,107,15.95,2067,216.5,95,9.74,2067,14.4,8,3.89,2,False
2068,MS,2068,510,Yes,No,0,2068,224.2,81,38.11,2068,243.3,90,20.68,2068,147.8,66,6.65,2068,12.0,8,3.24,3,False
2069,IA,2069,415,No,Yes,43,2069,118.4,100,20.13,2069,144.1,108,12.25,2069,158.1,91,7.11,2069,8.5,6,2.3,1,False
2070,AK,2070,510,No,No,0,2070,190.9,62,32.45,2070,226.6,53,19.26,2070,230.1,96,10.35,2070,7.8,3,2.11,2,False
2071,MN,2071,415,No,No,0,2071,317.8,60,54.03,2071,152.9,100,13.0,2071,123.4,63,5.55,2071,10.4,7,2.81,1,True
2072,WV,2072,415,No,No,0,2072,312.0,112,53.04,2072,180.0,109,15.3,2072,168.6,94,7.59,2072,12.8,4,3.46,1,True
2073,OR,2073,415,No,No,0,2073,146.0,121,24.82,2073,203.0,141,17.26,2073,151.8,120,6.83,2073,13.3,2,3.59,1,False
2074,MS,2074,415,No,No,0,2074,131.6,95,22.37,2074,179.3,109,15.24,2074,251.2,129,11.3,2074,15.5,3,4.19,1,True
2075,ME,2075,415,No,Yes,33,2075,193.4,105,32.88,2075,231.6,79,19.69,2075,226.2,90,10.18,2075,11.1,11,3.0,2,False
2076,MN,2076,510,No,No,0,2076,185.1,92,31.47,2076,213.0,85,18.11,2076,196.1,85,8.82,2076,8.5,5,2.3,2,False
2077,GA,2077,510,No,No,0,2077,193.3,106,32.86,2077,169.0,150,14.37,2077,225.2,122,10.13,2077,11.8,4,3.19,0,False
2078,DC,2078,415,No,No,0,2078,146.4,107,24.89,2078,196.5,99,16.7,2078,230.1,106,10.35,2078,7.8,2,2.11,1,False
2079,NY,2079,415,No,No,0,2079,123.2,104,20.94,2079,190.0,117,16.15,2079,170.3,95,7.66,2079,12.9,5,3.48,4,True
2080,OK,2080,510,No,No,0,2080,205.0,90,34.85,2080,140.9,114,11.98,2080,272.6,96,12.27,2080,7.5,4,2.03,2,False
2081,OK,2081,415,No,No,0,2081,128.7,78,21.88,2081,240.8,133,20.47,2081,237.7,121,10.7,2081,12.8,6,3.46,1,False
2082,GA,2082,510,No,No,0,2082,216.9,78,36.87,2082,211.0,115,17.94,2082,179.8,116,8.09,2082,11.4,5,3.08,3,False
2083,NJ,2083,510,No,No,0,2083,150.0,122,25.5,2083,218.5,116,18.57,2083,212.4,89,9.56,2083,9.8,1,2.65,3,False
2084,ME,2084,510,No,No,0,2084,212.0,113,36.04,2084,226.6,128,19.26,2084,193.6,114,8.71,2084,8.9,7,2.4,3,False
2085,MI,2085,510,No,Yes,37,2085,167.3,99,28.44,2085,194.7,99,16.55,2085,236.7,112,10.65,2085,12.0,9,3.24,2,False
2086,NE,2086,510,No,Yes,30,2086,177.3,95,30.14,2086,211.8,102,18.0,2086,240.2,108,10.81,2086,9.3,7,2.51,3,False
2087,VT,2087,408,No,No,0,2087,149.6,120,25.43,2087,200.7,85,17.06,2087,181.2,107,8.15,2087,14.3,9,3.86,0,False
2088,OH,2088,510,Yes,No,0,2088,345.3,81,58.7,2088,203.4,106,17.29,2088,217.5,107,9.79,2088,11.8,8,3.19,1,True
2089,AL,2089,408,No,No,0,2089,264.9,80,45.03,2089,281.2,66,23.9,2089,166.1,80,7.47,2089,8.4,4,2.27,1,True
2090,DC,2090,408,No,No,0,2090,122.0,92,20.74,2090,138.3,114,11.76,2090,224.2,128,10.09,2090,5.8,5,1.57,1,False
2091,DE,2091,510,No,No,0,2091,225.1,90,38.27,2091,279.5,127,23.76,2091,233.8,103,10.52,2091,8.8,4,2.38,0,True
2092,NY,2092,408,No,No,0,2092,208.4,120,35.43,2092,174.4,99,14.82,2092,310.7,105,13.98,2092,11.2,4,3.02,1,False
2093,AL,2093,408,No,Yes,30,2093,173.1,107,29.43,2093,247.2,101,21.01,2093,158.7,104,7.14,2093,11.5,5,3.11,1,False
2094,OK,2094,510,Yes,No,0,2094,162.4,131,27.61,2094,167.0,102,14.2,2094,128.9,118,5.8,2094,11.4,2,3.08,2,True
2095,MS,2095,415,No,Yes,13,2095,281.2,93,47.8,2095,178.2,101,15.15,2095,244.2,129,10.99,2095,6.4,5,1.73,2,False
2096,MD,2096,415,No,No,0,2096,208.3,89,35.41,2096,169.4,67,14.4,2096,102.0,90,4.59,2096,15.9,4,4.29,3,False
2097,AR,2097,415,No,No,0,2097,224.2,89,38.11,2097,314.9,121,26.77,2097,182.9,121,8.23,2097,16.1,3,4.35,1,True
2098,IL,2098,415,No,No,0,2098,189.3,100,32.18,2098,239.3,107,20.34,2098,89.7,89,4.04,2098,9.9,3,2.67,3,False
2099,UT,2099,415,No,Yes,24,2099,232.9,90,39.59,2099,152.1,94,12.93,2099,344.3,82,15.49,2099,10.7,6,2.89,1,False
2100,LA,2100,415,No,Yes,37,2100,155.0,98,26.35,2100,142.4,105,12.1,2100,143.7,117,6.47,2100,5.9,4,1.59,1,False
2101,ID,2101,510,No,No,0,2101,154.4,130,26.25,2101,203.8,90,17.32,2101,158.7,59,7.14,2101,11.8,3,3.19,0,False
2102,KY,2102,510,No,No,0,2102,234.7,102,39.9,2102,195.7,110,16.63,2102,253.4,71,11.4,2102,8.4,8,2.27,2,False
2103,MI,2103,415,No,No,0,2103,240.0,88,40.8,2103,141.0,117,11.99,2103,128.9,137,5.8,2103,7.1,9,1.92,1,False
2104,NH,2104,415,Yes,No,0,2104,298.4,78,50.73,2104,270.5,142,22.99,2104,107.3,84,4.83,2104,12.2,2,3.29,0,True
2105,WV,2105,415,No,No,0,2105,166.0,102,28.22,2105,236.1,97,20.07,2105,134.3,93,6.04,2105,10.9,4,2.94,1,False
2106,SD,2106,415,No,No,0,2106,174.5,98,29.67,2106,180.2,103,15.32,2106,179.0,89,8.06,2106,10.7,2,2.89,2,False
2107,MD,2107,510,Yes,Yes,27,2107,175.5,137,29.84,2107,210.6,60,17.9,2107,294.8,121,13.27,2107,6.9,5,1.86,1,False
2108,ND,2108,408,Yes,Yes,35,2108,157.5,109,26.78,2108,189.6,67,16.12,2108,227.0,76,10.22,2108,11.1,2,3.0,3,True
2109,MO,2109,415,No,Yes,35,2109,207.5,138,35.28,2109,201.0,116,17.09,2109,164.5,107,7.4,2109,7.5,16,2.03,4,False
2110,IL,2110,510,No,Yes,16,2110,144.8,105,24.62,2110,206.2,111,17.53,2110,255.4,117,11.49,2110,11.6,2,3.13,4,False
2111,UT,2111,415,No,No,0,2111,258.8,85,44.0,2111,129.5,114,11.01,2111,193.6,106,8.71,2111,10.9,7,2.94,2,False
2112,MI,2112,415,No,No,0,2112,226.9,106,38.57,2112,182.2,77,15.49,2112,203.9,107,9.18,2112,11.6,2,3.13,0,True
2113,AR,2113,408,No,No,0,2113,152.9,119,25.99,2113,171.2,107,14.55,2113,257.0,106,11.57,2113,12.0,5,3.24,2,False
2114,AK,2114,408,No,No,0,2114,150.8,85,25.64,2114,295.9,88,25.15,2114,247.2,104,11.12,2114,12.5,1,3.38,1,False
2115,NH,2115,415,No,Yes,32,2115,322.4,92,54.81,2115,283.2,107,24.07,2115,209.5,111,9.43,2115,6.7,3,1.81,1,True
2116,NM,2116,408,No,No,0,2116,153.6,148,26.11,2116,262.1,87,22.28,2116,225.5,99,10.15,2116,9.8,3,2.65,2,False
2117,MN,2117,408,No,Yes,22,2117,215.1,91,36.57,2117,138.9,102,11.81,2117,146.2,109,6.58,2117,12.4,2,3.35,2,False
2118,IA,2118,415,No,Yes,35,2118,174.4,108,29.65,2118,196.7,100,16.72,2118,127.4,74,5.73,2118,11.8,3,3.19,1,False
2119,RI,2119,415,No,No,0,2119,180.5,126,30.69,2119,230.0,98,19.55,2119,232.5,73,10.46,2119,10.6,3,2.86,0,False
2120,AL,2120,415,No,No,0,2120,123.1,106,20.93,2120,182.0,102,15.47,2120,244.6,75,11.01,2120,12.6,7,3.4,2,False
2121,SD,2121,408,No,No,0,2121,200.2,92,34.03,2121,118.7,87,10.09,2121,236.6,65,10.65,2121,6.0,6,1.62,2,False
2122,MT,2122,415,No,Yes,33,2122,184.2,111,31.31,2122,312.6,89,26.57,2122,264.0,55,11.88,2122,12.2,4,3.29,1,False
2123,KY,2123,415,No,Yes,24,2123,274.7,99,46.7,2123,193.5,118,16.45,2123,299.6,109,13.48,2123,10.8,3,2.92,3,False
2124,DC,2124,415,Yes,Yes,39,2124,142.0,140,24.14,2124,241.6,89,20.54,2124,302.0,72,13.59,2124,11.3,5,3.05,1,False
2125,CO,2125,408,Yes,Yes,21,2125,151.5,99,25.76,2125,147.8,89,12.56,2125,210.4,114,9.47,2125,10.0,4,2.7,1,False
2126,KS,2126,408,Yes,No,0,2126,246.4,110,41.89,2126,182.0,98,15.47,2126,157.6,106,7.09,2126,12.1,2,3.27,2,True
2127,NC,2127,415,No,No,0,2127,232.7,114,39.56,2127,186.4,123,15.84,2127,153.3,122,6.9,2127,11.5,6,3.11,5,False
2128,SC,2128,408,No,No,0,2128,288.0,120,48.96,2128,255.8,90,21.74,2128,233.4,99,10.5,2128,13.4,4,3.62,0,True
2129,CO,2129,415,No,Yes,23,2129,170.8,145,29.04,2129,236.7,93,20.12,2129,294.5,100,13.25,2129,12.7,1,3.43,1,False
2130,MN,2130,415,No,No,0,2130,216.1,114,36.74,2130,197.5,107,16.79,2130,217.8,104,9.8,2130,9.8,3,2.65,1,False
2131,WY,2131,415,No,No,0,2131,138.7,100,23.58,2131,215.4,58,18.31,2131,164.3,98,7.39,2131,4.9,4,1.32,2,False
2132,FL,2132,510,No,No,0,2132,210.7,112,35.82,2132,238.7,73,20.29,2132,253.6,90,11.41,2132,9.2,5,2.48,3,False
2133,NY,2133,415,No,No,0,2133,181.8,117,30.91,2133,158.1,91,13.44,2133,266.2,123,11.98,2133,9.7,9,2.62,0,False
2134,OK,2134,408,No,Yes,30,2134,61.6,103,10.47,2134,255.1,110,21.68,2134,225.9,96,10.17,2134,12.4,5,3.35,1,False
2135,ME,2135,510,No,No,0,2135,207.7,85,35.31,2135,196.7,112,16.72,2135,261.7,83,11.78,2135,6.8,3,1.84,1,False
2136,NE,2136,510,No,No,0,2136,219.2,73,37.26,2136,167.0,65,14.2,2136,161.4,119,7.26,2136,10.0,5,2.7,1,False
2137,OH,2137,415,No,No,0,2137,227.0,122,38.59,2137,258.7,111,21.99,2137,169.7,87,7.64,2137,8.9,1,2.4,2,False
2138,DC,2138,415,No,No,0,2138,257.3,84,43.74,2138,184.8,115,15.71,2138,108.9,109,4.9,2138,13.5,7,3.65,0,False
2139,OK,2139,415,No,No,0,2139,121.1,130,20.59,2139,216.0,86,18.36,2139,235.1,33,10.58,2139,16.1,5,4.35,2,False
2140,NJ,2140,415,No,No,0,2140,301.5,136,51.26,2140,257.7,72,21.9,2140,132.9,118,5.98,2140,13.4,2,3.62,4,True
2141,IA,2141,415,No,No,0,2141,233.9,96,39.76,2141,218.9,111,18.61,2141,182.9,109,8.23,2141,9.5,3,2.57,0,False
2142,VA,2142,415,Yes,No,0,2142,99.6,108,16.93,2142,308.7,102,26.24,2142,161.2,62,7.25,2142,13.7,6,3.7,2,True
2143,VA,2143,510,No,No,0,2143,169.8,123,28.87,2143,183.1,94,15.56,2143,395.0,72,17.77,2143,12.7,7,3.43,2,False
2144,NM,2144,415,Yes,Yes,26,2144,198.8,115,33.8,2144,166.6,67,14.16,2144,198.5,118,8.93,2144,14.4,3,3.89,1,True
2145,FL,2145,408,Yes,No,0,2145,116.2,86,19.75,2145,229.7,127,19.52,2145,204.2,109,9.19,2145,10.1,3,2.73,3,False
2146,RI,2146,510,Yes,No,0,2146,255.9,128,43.5,2146,140.9,92,11.98,2146,308.9,130,13.9,2146,12.1,2,3.27,1,True
2147,NJ,2147,408,No,Yes,27,2147,187.7,84,31.91,2147,221.0,147,18.79,2147,145.7,110,6.56,2147,10.0,4,2.7,3,False
2148,NE,2148,408,No,Yes,21,2148,195.9,91,33.3,2148,213.9,84,18.18,2148,88.2,111,3.97,2148,8.6,4,2.32,0,False
2149,WV,2149,415,No,No,0,2149,129.4,97,22.0,2149,185.4,101,15.76,2149,204.7,106,9.21,2149,1.1,2,0.3,2,False
2150,WY,2150,510,No,Yes,12,2150,221.0,108,37.57,2150,151.0,118,12.84,2150,179.0,80,8.06,2150,9.0,6,2.43,2,False
2151,SC,2151,408,No,No,0,2151,140.5,92,23.89,2151,186.8,96,15.88,2151,227.0,89,10.22,2151,9.5,5,2.57,2,False
2152,MS,2152,415,Yes,No,0,2152,277.9,123,47.24,2152,155.8,112,13.24,2152,256.9,71,11.56,2152,9.2,10,2.48,0,True
2153,ND,2153,415,No,No,0,2153,224.9,105,38.23,2153,250.0,101,21.25,2153,216.1,73,9.72,2153,6.7,5,1.81,3,True
2154,IL,2154,415,No,No,0,2154,109.1,117,18.55,2154,217.4,124,18.48,2154,188.4,141,8.48,2154,12.8,6,3.46,0,False
2155,OR,2155,415,No,No,0,2155,207.8,109,35.33,2155,123.5,112,10.5,2155,291.6,115,13.12,2155,5.7,9,1.54,0,False
2156,IA,2156,415,No,No,0,2156,308.6,139,52.46,2156,150.8,94,12.82,2156,198.7,66,8.94,2156,7.3,3,1.97,4,True
2157,ME,2157,510,No,No,0,2157,242.6,69,41.24,2157,209.0,117,17.77,2157,219.7,82,9.89,2157,14.4,6,3.89,2,False
2158,WY,2158,408,No,No,0,2158,229.6,82,39.03,2158,138.1,103,11.74,2158,250.8,109,11.29,2158,3.3,3,0.89,1,False
2159,WI,2159,510,No,Yes,28,2159,166.0,62,28.22,2159,233.9,88,19.88,2159,170.1,84,7.65,2159,7.7,3,2.08,2,False
2160,SC,2160,415,No,No,0,2160,144.8,126,24.62,2160,200.6,82,17.05,2160,208.8,81,9.4,2160,13.3,9,3.59,0,True
2161,DC,2161,510,Yes,No,0,2161,106.1,77,18.04,2161,123.5,100,10.5,2161,96.4,92,4.34,2161,12.9,3,3.48,0,False
2162,CT,2162,415,No,No,0,2162,221.8,84,37.71,2162,166.0,125,14.11,2162,210.2,72,9.46,2162,13.2,4,3.56,1,False
2163,OR,2163,415,No,No,0,2163,204.6,98,34.78,2163,212.5,90,18.06,2163,182.1,95,8.19,2163,9.8,7,2.65,2,False
2164,OR,2164,510,No,No,0,2164,213.5,93,36.3,2164,166.6,114,14.16,2164,122.0,78,5.49,2164,14.1,3,3.81,3,False
2165,NV,2165,415,No,Yes,44,2165,152.0,95,25.84,2165,274.9,73,23.37,2165,162.4,121,7.31,2165,10.0,1,2.7,2,False
2166,MN,2166,415,Yes,Yes,29,2166,260.8,81,44.34,2166,163.7,112,13.91,2166,271.7,117,12.23,2166,17.0,6,4.59,1,True
2167,OK,2167,408,No,No,0,2167,166.4,117,28.29,2167,317.0,129,26.95,2167,160.4,121,7.22,2167,10.0,2,2.7,1,False
2168,KS,2168,415,No,No,0,2168,177.9,83,30.24,2168,167.3,84,14.22,2168,223.7,142,10.07,2168,15.2,8,4.1,0,False
2169,RI,2169,415,No,No,0,2169,235.1,97,39.97,2169,196.8,104,16.73,2169,259.7,110,11.69,2169,7.0,7,1.89,3,False
2170,IL,2170,408,Yes,No,0,2170,268.4,81,45.63,2170,174.4,115,14.82,2170,193.5,96,8.71,2170,11.6,4,3.13,1,False
2171,WI,2171,408,No,No,0,2171,179.9,113,30.58,2171,149.8,112,12.73,2171,168.2,79,7.57,2171,9.8,7,2.65,2,False
2172,MI,2172,415,No,No,0,2172,314.1,86,53.4,2172,222.4,99,18.9,2172,259.0,121,11.66,2172,12.3,5,3.32,3,True
2173,MI,2173,415,No,Yes,41,2173,162.0,82,27.54,2173,324.7,77,27.6,2173,160.1,112,7.2,2173,11.9,5,3.21,0,False
2174,MA,2174,415,No,No,0,2174,175.8,89,29.89,2174,274.3,119,23.32,2174,226.6,69,10.2,2174,12.4,4,3.35,1,False
2175,AL,2175,510,No,No,0,2175,109.4,91,18.6,2175,207.5,111,17.64,2175,135.0,107,6.08,2175,11.6,5,3.13,0,False
2176,WI,2176,415,Yes,No,0,2176,208.7,84,35.48,2176,173.3,88,14.73,2176,264.7,107,11.91,2176,8.3,3,2.24,3,False
2177,VT,2177,510,No,Yes,20,2177,214.6,108,36.48,2177,96.6,82,8.21,2177,170.7,145,7.68,2177,7.9,5,2.13,1,False
2178,CT,2178,408,No,No,0,2178,49.2,121,8.36,2178,143.9,136,12.23,2178,203.0,97,9.14,2178,12.1,13,3.27,1,False
2179,OR,2179,510,No,No,0,2179,141.3,133,24.02,2179,134.9,96,11.47,2179,227.5,97,10.24,2179,11.2,3,3.02,2,False
2180,HI,2180,415,No,No,0,2180,253.2,89,43.04,2180,237.9,114,20.22,2180,154.3,85,6.94,2180,9.7,7,2.62,4,False
2181,WV,2181,415,No,No,0,2181,206.0,128,35.02,2181,198.1,71,16.84,2181,135.9,116,6.12,2181,13.2,3,3.56,0,False
2182,RI,2182,408,No,No,0,2182,40.4,105,6.87,2182,172.4,83,14.65,2182,145.1,89,6.53,2182,9.0,2,2.43,2,False
2183,MI,2183,408,No,No,0,2183,291.2,104,49.5,2183,234.2,132,19.91,2183,191.7,87,8.63,2183,8.9,3,2.4,1,True
